Date,Brazil,Russia,India,China,South_Africa,Germany_EU,Japan,UK,Canada,DXY,Oil_WTI,Gold,US_Fed_Rate,US_CPI,US_M2,US_10Y_Yield
2001-12-31,,,,8.276700019836426,,,131.6699981689453,,,116.75,19.84000015258789,278.70001220703125,,,,
2002-01-01,,,,,,,,,,,,,1.73,177.7,5460.9,5.04
2002-01-31,,,,8.27649974822998,,,134.8699951171875,,,120.23999786376953,19.479999542236328,282.1000061035156,,,,
2002-02-01,,,,,,,,,,,,,1.74,178.0,5490.2,4.91
2002-02-28,,,,8.27649974822998,,,133.4600067138672,,,119.16000366210938,21.850000381469727,296.70001220703125,,,,
2002-03-01,,,,,,,,,,,,,1.73,178.5,5502.0,5.28
2002-03-31,,,,8.277400016784668,,,132.6999969482422,,,118.62000274658203,26.229999542236328,302.6000061035156,,,,
2002-04-01,,,,,,,,,,,,,1.75,179.3,5502.1,5.21
2002-04-30,,,,8.277299880981445,,,128.52999877929688,,,115.19000244140625,27.290000915527344,308.8999938964844,,,,
2002-05-01,,,,,,,,,,,,,1.75,179.5,5528.3,5.16
2002-05-31,,,,8.27649974822998,,,124.05999755859375,,,111.80999755859375,25.350000381469727,326.5,,,,
2002-06-01,,,,,,,,,,,,,1.75,179.6,5553.3,4.93
2002-06-30,,,,8.277099609375,,,119.5199966430664,,,106.11000061035156,26.860000610351562,313.5,,,,
2002-07-01,,,,,,,,,,,,,1.73,180.0,5596.0,4.65
2002-07-31,,,,8.276700019836426,,,119.77999877929688,,,107.41000366210938,27.020000457763672,303.20001220703125,,,,
2002-08-01,,,,,,,,,,,,,1.74,180.5,5638.3,4.26
2002-08-31,,,,8.276800155639648,,,118.43000030517578,,,106.9800033569336,28.979999542236328,312.3999938964844,,,,
2002-09-01,,,,,,,,,,,,,1.75,180.8,5662.3,3.87
2002-09-30,,,,8.266900062561035,,,121.83000183105469,,,106.87000274658203,30.469999313354492,323.8999938964844,,,,
2002-10-01,,,,,,,,,,,,,1.75,181.2,5707.1,3.94
2002-10-31,,,,8.277000427246094,,,122.44999694824219,,,106.63999938964844,27.219999313354492,318.0,,,,
2002-11-01,,,,,,,,,,,,,1.34,181.5,5758.1,4.05
2002-11-30,,,,8.277199745178223,,,122.47000122070312,,,106.41000366210938,26.889999389648438,316.79998779296875,,,,
2002-12-01,,,,,,,,,,,,,1.24,181.8,5779.4,4.03
2002-12-31,,,,8.277000427246094,,,118.69999694824219,,,101.8499984741211,31.200000762939453,347.6000061035156,,,,
2003-01-01,,,,,,,,,,,,,1.24,182.6,5812.1,4.05
2003-01-31,,,,8.276900291442871,,,119.91000366210938,,,99.91000366210938,33.5099983215332,368.29998779296875,,,,
2003-02-01,,,,,,,,,,,,,1.26,183.6,5848.2,3.9
2003-02-28,,,,8.27750015258789,,,118.08999633789062,,,99.70999908447266,36.599998474121094,350.20001220703125,,,,
2003-03-01,,,,,,,,,,,,,1.25,183.9,5868.4,3.81
2003-03-31,,,,8.277400016784668,,,118.01000213623047,,,99.05999755859375,31.040000915527344,335.8999938964844,,,,
2003-04-01,,,,,,,,,,,,,1.26,183.2,5905.5,3.96
2003-04-30,,,,8.277000427246094,,,118.81999969482422,,,97.19000244140625,25.799999237060547,339.1000061035156,,,,
2003-05-01,,,,,,,,,,,,,1.26,182.9,5965.3,3.57
2003-05-31,,,,,,,119.30000305175781,,,93.2699966430664,29.559999465942383,364.5,,,,
2003-06-01,,,,,,,,,,,,,1.22,183.1,6002.2,3.33
2003-06-30,,,,,,,119.66999816894531,,,94.7300033569336,30.190000534057617,346.0,,,,
2003-07-01,,,,,,,,,,,,,1.01,183.7,6049.1,3.98
2003-07-31,,,,,,,120.55999755859375,,,96.88999938964844,30.540000915527344,354.0,,,,
2003-08-01,,,,,,,,,,,,,1.03,184.5,6107.1,4.45
2003-08-31,,,,,,,116.88999938964844,,,98.0999984741211,31.56999969482422,375.70001220703125,,,,
2003-09-01,,,,,,,,,,,,,1.01,185.1,6079.7,4.27
2003-09-30,,,,,,,111.29000091552734,,1.3502000570297241,92.8499984741211,29.200000762939453,385.3999938964844,,,,
2003-10-01,,,,,,,,,,,,,1.01,184.9,6070.0,4.29
2003-10-31,,,,,,,110.0,,1.3169000148773193,92.7300033569336,29.110000610351562,384.5,,,,
2003-11-01,,,,,,,,,,,,,1.0,185.0,6075.5,4.3
2003-11-30,,,,,,,109.62000274658203,,1.3004000186920166,90.20999908447266,30.40999984741211,396.79998779296875,,,,
2003-12-01,,,,,,,,,,,,,0.98,185.5,6073.8,4.27
2003-12-31,2.9010000228881836,29.229999542236328,45.529998779296875,8.26669979095459,6.666100025177002,1.2590018510818481,107.4000015258789,1.7888127565383911,1.2971999645233154,86.91999816894531,32.52000045776367,415.70001220703125,,,,
2004-01-01,,,,,,,,,,,,,1.0,186.3,6082.1,4.15
2004-01-31,2.931999921798706,28.520000457763672,45.00400161743164,8.266799926757812,7.052999973297119,1.2468050718307495,105.72000122070312,1.8252837657928467,1.323699951171875,87.19999694824219,33.04999923706055,402.20001220703125,,,,
2004-02-01,,,,,,,,,,,,,1.01,186.7,6121.8,4.08
2004-02-29,2.9049999713897705,28.520000457763672,45.19599914550781,8.266900062561035,6.625,1.2494065761566162,109.25,1.8695082664489746,1.3346999883651733,87.30999755859375,36.15999984741211,396.3999938964844,,,,
2004-03-01,,,,,,,,,,,,,1.0,187.1,6157.9,3.83
2004-03-31,2.8949999809265137,28.48780059814453,43.33399963378906,8.267000198364258,6.269999980926514,1.231299638748169,104.20999908447266,1.843385934829712,1.3095999956130981,87.61000061035156,35.7599983215332,427.29998779296875,,,,
2004-04-01,,,,,,,,,,,,,1.0,187.4,6198.9,4.35
2004-04-30,2.930000066757202,29.0,44.284000396728516,8.26710033416748,6.9670000076293945,1.198293685913086,110.37000274658203,1.7785998582839966,1.3708000183105469,90.4800033569336,37.380001068115234,387.0,,,,
2004-05-01,,,,,,,,,,,,,1.0,188.2,6275.7,4.72
2004-05-31,3.187000036239624,28.989999771118164,45.290000915527344,8.266900062561035,6.509399890899658,1.2198989391326904,109.5199966430664,1.8326095342636108,1.3624999523162842,88.94999694824219,39.880001068115234,394.0,,,,
2004-06-01,,,,,,,,,,,,,1.03,188.9,6277.9,4.73
2004-06-30,3.0850000381469727,29.059999465942383,45.88800048828125,8.266599655151367,6.122600078582764,1.218397855758667,108.87000274658203,1.8202005624771118,1.333299994468689,88.80000305175781,37.04999923706055,392.6000061035156,,,,
2004-07-01,,,,,,,,,,,,,1.26,189.1,6291.1,4.5
2004-07-31,3.0360000133514404,29.100000381469727,46.250999450683594,8.266900062561035,6.242599964141846,1.2016053199768066,111.36000061035156,1.822090983390808,1.3314000368118286,89.95999908447266,43.79999923706055,391.0,,,,
2004-08-01,,,,,,,,,,,,,1.43,189.2,6317.8,4.28
2004-08-31,2.9519999027252197,29.219999313354492,46.27399826049805,8.266599655151367,6.625,1.2178043127059937,109.16999816894531,1.8024837970733643,1.312399983406067,88.94000244140625,42.119998931884766,410.3999938964844,,,,
2004-09-01,,,,,,,,,,,,,1.61,189.8,6352.2,4.13
2004-09-30,,29.219999313354492,45.808998107910156,8.266599655151367,6.426599979400635,1.2433944940567017,110.08000183105469,1.8128092288970947,1.2615000009536743,87.36000061035156,49.63999938964844,418.70001220703125,,,,
2004-10-01,,,,,,,,,,,,,1.76,190.8,6379.8,4.1
2004-10-31,,28.729999542236328,45.310001373291016,8.266501426696777,6.091100215911865,1.2791976928710938,105.72000122070312,1.8381000757217407,1.2172000408172607,84.91000366210938,51.7599983215332,428.5,,,,
2004-11-01,,,,,,,,,,,,,1.93,191.7,6406.3,4.19
2004-11-30,,28.1200008392334,44.433998107910156,8.266501426696777,5.791200160980225,1.3298048973083496,102.9000015258789,1.9095995426177979,1.1877000331878662,81.81999969482422,49.130001068115234,451.29998779296875,,,,
2004-12-01,,,,,,,,,,,,,2.16,191.7,6424.5,4.23
2004-12-31,,27.709999084472656,43.30799865722656,8.266501426696777,5.640100002288818,1.3565024137496948,102.51000213623047,1.9197911024093628,1.2010999917984009,80.8499984741211,43.45000076293945,437.5,,,,
2005-01-01,,,,,,,,,,,,,2.28,191.6,6430.8,4.22
2005-01-31,,28.117799758911133,43.65999984741211,8.266501426696777,5.9670000076293945,1.305193305015564,103.5999984741211,1.8841972351074219,1.2402000427246094,83.5999984741211,48.20000076293945,421.79998779296875,,,,
2005-02-01,,,,,,,,,,,,,2.5,192.4,6438.9,4.17
2005-02-28,,27.69379997253418,43.560001373291016,8.266501426696777,5.806300163269043,1.3217023611068726,104.52999877929688,1.9192017316818237,1.2343000173568726,82.51000213623047,51.75,436.5,,,,
2005-03-01,,,,,,,,,,,,,2.63,193.1,6448.3,4.5
2005-03-31,,27.86910057067871,43.61000061035156,8.266501426696777,6.204599857330322,1.2966973781585693,107.13999938964844,1.889501929283142,1.2095999717712402,84.05999755859375,55.400001525878906,428.70001220703125,,,,
2005-04-01,,,,,,,,,,,,,2.79,193.7,6461.8,4.34
2005-04-30,,27.775999069213867,43.380001068115234,8.266501426696777,6.056300163269043,1.287597894668579,104.6500015258789,1.9094902276992798,1.2577999830245972,84.43000030517578,49.720001220703125,435.0,,,,
2005-05-01,,,,,,,,,,,,,3.0,193.6,6479.0,4.14
2005-05-31,,28.236000061035156,43.619998931884766,8.266501426696777,6.79010009765625,1.2307995557785034,108.4000015258789,1.8176862001419067,1.2537000179290771,87.76000213623047,51.970001220703125,416.29998779296875,,,,
2005-06-01,,,,,,,,,,,,,3.04,193.7,6511.7,4.0
2005-06-30,,28.627500534057617,43.459999084472656,8.266501426696777,6.652599811553955,1.2091021537780762,110.86000061035156,1.7902858257293701,1.2246999740600586,89.11000061035156,56.5,435.8999938964844,,,,
2005-07-01,,,,,,,,,,,,,3.26,194.9,6543.5,4.18
2005-07-31,,28.611000061035156,43.349998474121094,8.095600128173828,6.545000076293945,1.2124004364013672,112.44000244140625,1.7582108974456787,1.2077000141143799,89.3499984741211,60.56999969482422,429.8999938964844,,,,
2005-08-01,,,,,,,,,,,,,3.5,196.1,6576.3,4.26
2005-08-31,,28.670000076293945,43.97999954223633,8.089799880981445,6.360000133514404,1.234095573425293,110.6500015258789,1.8033939599990845,1.188599944114685,87.58000183105469,68.94000244140625,433.79998779296875,,,,
2005-09-01,,,,,,,,,,,,,3.62,198.8,6610.1,4.2
2005-09-30,,28.488000869750977,43.93000030517578,8.076800346374512,6.3354997634887695,1.2028049230575562,113.45999908447266,1.7646021842956543,1.1627999544143677,89.5199966430664,66.23999786376953,469.0,,,,
2005-10-01,,,,,,,,,,,,,3.78,199.1,6643.9,4.46
2005-10-31,,28.452800750732422,45.040000915527344,8.073200225830078,6.698999881744385,1.1988970041275024,116.44000244140625,1.7687844038009644,1.1821000576019287,90.06999969482422,59.7599983215332,465.1000061035156,,,,
2005-11-01,,,,,,,,,,,,,4.0,198.1,6660.7,4.54
2005-11-30,,28.873699188232422,45.86000061035156,8.075599670410156,6.447500228881836,1.1804981231689453,119.72000122070312,1.7309123277664185,1.166100025177002,91.56999969482422,57.31999969482422,494.6000061035156,,,,
2005-12-01,,,,,,,,,,,,,4.16,198.1,6687.8,4.47
2005-12-31,,28.73900032043457,44.970001220703125,8.06820011138916,6.320000171661377,1.184104561805725,117.9800033569336,1.7206965684890747,1.1615999937057495,91.16999816894531,61.040000915527344,517.0999755859375,,,,
2006-01-01,,,,,,,,,,,,,4.29,199.3,6730.1,4.42
2006-01-31,,28.873699188232422,43.900001525878906,8.062000274658203,6.045199871063232,1.2148454189300537,117.30999755859375,1.7785998582839966,1.138700008392334,88.95999908447266,67.91999816894531,570.7999877929688,,,,
2006-02-01,,,,,,,,,,,,,4.49,199.4,6754.7,4.57
2006-02-28,,,44.25,8.0378999710083,6.150000095367432,1.1930042505264282,115.79000091552734,1.7542012929916382,1.1368999481201172,90.11000061035156,61.40999984741211,561.5999755859375,,,,
2006-03-01,,,,,,,,,,,,,4.59,199.7,6769.3,4.72
2006-03-31,2.1672000885009766,,44.52799987792969,8.007499694824219,6.161499977111816,1.2115044593811035,117.76000213623047,1.7377101182937622,1.1674000024795532,89.7300033569336,66.62999725341797,581.7999877929688,,,,
2006-04-01,,,,,,,,,,,,,4.79,200.7,6806.9,4.99
2006-04-30,2.0936999320983887,,44.9010009765625,8.003899574279785,5.991799831390381,1.2635995149612427,113.81999969482422,1.8259837627410889,1.1166000366210938,86.11000061035156,71.87999725341797,651.7999877929688,,,,
2006-05-01,,,,,,,,,,,,,4.94,201.3,6813.7,5.11
2006-05-31,2.2971999645233154,27.006000518798828,46.15999984741211,8.013999938964844,6.7210001945495605,1.2816076278686523,112.52999877929688,1.8716076612472534,1.1009000539779663,84.72000122070312,71.29000091552734,642.5,,,,
2006-06-01,,,,,,,,,,,,,4.99,201.8,6851.8,5.11
2006-06-30,2.1614999771118164,26.851999282836914,45.80500030517578,7.982500076293945,7.113800048828125,1.2782983779907227,114.48999786376953,1.8490097522735596,1.1146999597549438,85.22000122070312,73.9800033569336,613.5,,,,
2006-07-01,,,,,,,,,,,,,5.24,202.9,6893.6,5.09
2006-07-31,2.171999931335449,26.79800033569336,46.41999816894531,7.960000038146973,6.933199882507324,1.277400255203247,114.51000213623047,1.8682161569595337,1.1305999755859375,85.30000305175781,74.4000015258789,634.2000122070312,,,,
2006-08-01,,,,,,,,,,,,,5.25,203.8,6925.1,4.88
2006-08-31,2.134000062942505,26.75200080871582,46.47600173950195,7.944900035858154,7.1930999755859375,1.2809016704559326,117.36000061035156,1.9030944108963013,1.1043000221252441,85.05000305175781,70.26000213623047,625.9000244140625,,,,
2006-09-01,,,,,,,,,,,,,5.25,202.8,6952.4,4.72
2006-09-30,2.162899971008301,26.791000366210938,45.71500015258789,7.897299766540527,7.69379997253418,1.2662074565887451,117.95999908447266,1.8717128038406372,1.1168999671936035,85.97000122070312,62.90999984741211,598.5999755859375,,,,
2006-10-01,,,,,,,,,,,,,5.25,201.9,7001.7,4.73
2006-10-31,2.132999897003174,26.704999923706055,44.834999084472656,7.86899995803833,7.361800193786621,1.2766989469528198,116.79000091552734,1.9082876443862915,1.1217000484466553,85.31999969482422,58.72999954223633,604.0999755859375,,,,
2006-11-01,,,,,,,,,,,,,5.25,202.0,7037.2,4.6
2006-11-30,2.1659998893737793,26.25,44.55099868774414,7.823299884796143,7.121300220489502,1.325100064277649,115.68000030517578,1.9664137363433838,1.141700029373169,82.91999816894531,63.130001068115234,646.9000244140625,,,,
2006-12-01,,,,,,,,,,,,,5.24,203.1,7080.1,4.56
2006-12-31,2.13100004196167,26.31999969482422,44.040000915527344,7.797500133514404,6.998799800872803,1.3198009729385376,118.9800033569336,1.9592092037200928,1.1647000312805176,83.72000122070312,61.04999923706055,635.2000122070312,,,,
2007-01-01,,,,,,,,,,,,,5.25,203.437,7118.3,4.76
2007-01-31,2.120300054550171,26.476999282836914,44.005001068115234,7.764800071716309,7.201300144195557,1.3023037910461426,120.73999786376953,1.9634021520614624,1.1751999855041504,84.61000061035156,58.13999938964844,652.0,,,,
2007-02-01,,,,,,,,,,,,,5.26,204.226,7134.3,4.72
2007-02-28,2.115999937057495,26.11400032043457,44.01599884033203,7.728000164031982,7.226799964904785,1.322891354560852,118.7300033569336,1.9640191793441772,1.1700999736785889,83.56999969482422,61.790000915527344,669.4000244140625,,,,
2007-03-01,,,,,,,,,,,,,5.26,205.288,7168.2,4.56
2007-03-31,2.055000066757202,25.985000610351562,43.04499816894531,7.720799922943115,7.240699768066406,1.3358982801437378,117.80999755859375,1.9525147676467896,1.1542999744415283,82.93000030517578,65.87000274658203,663.0,,,,
2007-04-01,,,,,,,,,,,,,5.25,205.904,7240.7,4.69
2007-04-30,2.027899980545044,25.687999725341797,40.96900177001953,7.695499897003174,7.052299976348877,1.3652063608169556,119.36000061035156,2.0,1.1095999479293823,81.44999694824219,65.70999908447266,680.5,,,,
2007-05-01,,,,,,,,,,,,,5.25,206.755,7254.6,4.75
2007-05-31,1.919100046157837,25.864999771118164,40.54600143432617,7.637499809265137,7.10830020904541,1.3456052541732788,121.75,1.9798059463500977,1.070099949836731,82.30000305175781,64.01000213623047,661.0,,,,
2007-06-01,,,,,,,,,,,,,5.25,207.234,7287.8,5.1
2007-06-30,1.9276000261306763,25.71299934387207,40.529998779296875,7.603499889373779,7.0467000007629395,1.3536012172698975,123.16000366210938,2.008314371109009,1.0644999742507935,81.91999816894531,70.68000030517578,648.0999755859375,,,,
2007-07-01,,,,,,,,,,,,,5.26,207.603,7318.7,5.0
2007-07-31,1.8654999732971191,25.573999404907227,40.39799880981445,7.5625,7.145899772644043,1.3672035932540894,118.41999816894531,2.029385566711426,1.0667999982833862,80.7699966430664,78.20999908447266,666.9000244140625,,,,
2007-08-01,,,,,,,,,,,,,5.02,207.667,7394.8,4.67
2007-08-31,1.9631999731063843,25.650999069213867,40.57500076293945,7.534999847412109,7.124300003051758,1.3642005920410156,115.7699966430664,2.017186403274536,1.0561000108718872,80.79000091552734,74.04000091552734,673.0,,,,
2007-09-01,,,,,,,,,,,,,4.94,208.547,7413.0,4.52
2007-09-30,1.8339999914169312,24.854000091552734,39.57500076293945,7.495999813079834,6.872300148010254,1.4264928102493286,114.73999786376953,2.046203374862671,0.9958000183105469,77.72000122070312,81.66000366210938,742.7999877929688,,,,
2007-10-01,,,,,,,,,,,,,4.76,209.19,7428.1,4.53
2007-10-31,1.736199975013733,24.65999984741211,39.17399978637695,7.46150016784668,6.494900226593018,1.4471989870071411,115.38999938964844,2.079780340194702,0.9466999769210815,76.4800033569336,94.52999877929688,792.0,,,,
2007-11-01,,,,,,,,,,,,,4.49,210.834,7453.6,4.15
2007-11-30,1.7759000062942505,24.510000228881836,39.45500183105469,7.388000011444092,6.789999961853027,1.469594120979309,111.76000213623047,2.0566821098327637,1.0003999471664429,76.1500015258789,88.70999908447266,782.2000122070312,,,,
2007-12-01,,,,,,,,,,,,,4.24,211.445,7483.9,4.1
2007-12-31,1.767300009727478,24.565000534057617,39.244998931884766,7.294099807739258,6.799499988555908,1.4601097106933594,111.6500015258789,1.9866102933883667,0.9976000189781189,76.69999694824219,95.9800033569336,834.9000244140625,,,,
2008-01-01,,,,,,,,,,,,,3.94,212.174,7517.5,3.74
2008-01-31,1.752500057220459,24.43000030517578,39.31399917602539,7.172999858856201,7.4496002197265625,1.4865025281906128,106.2509994506836,1.9906044006347656,1.0012999773025513,75.18000030517578,91.75,922.7000122070312,,,,
2008-02-01,,,,,,,,,,,,,2.98,212.687,7604.0,3.74
2008-02-29,1.6785000562667847,24.01099967956543,39.90999984741211,7.101900100708008,7.807000160217285,1.519202709197998,103.7699966430664,1.9866102933883667,0.9869999885559082,73.70999908447266,101.83999633789062,972.0999755859375,,,,
2008-03-01,,,,,,,,,,,,,2.61,213.448,7670.0,3.51
2008-03-31,1.7395000457763672,23.52400016784668,39.888999938964844,7.002399921417236,8.109999656677246,1.5757957696914673,99.8499984741211,1.9842058420181274,1.0253000259399414,71.80000305175781,101.58000183105469,916.2000122070312,,,,
2008-04-01,,,,,,,,,,,,,2.28,213.942,7712.5,3.68
2008-04-30,1.6582000255584717,23.6299991607666,40.38600158691406,6.978499889373779,7.545000076293945,1.5622069835662842,103.94300079345703,1.9877949953079224,1.0080000162124634,72.51000213623047,113.45999908447266,862.7999877929688,,,,
2008-05-01,,,,,,,,,,,,,1.98,215.208,7725.2,3.88
2008-05-31,1.622499942779541,23.684999465942383,42.53099822998047,6.932499885559082,7.574999809265137,1.5540982484817505,105.5,1.982789397239685,0.993399977684021,72.87999725341797,127.3499984741211,887.2999877929688,,,,
2008-06-01,,,,,,,,,,,,,2.0,217.463,7743.9,4.1
2008-06-30,1.590999960899353,23.44700050354004,42.85200119018555,6.844399929046631,7.829999923706055,1.57500159740448,106.12000274658203,1.992984652519226,1.0192999839782715,72.45999908447266,140.0,926.2000122070312,,,,
2008-07-01,,,,,,,,,,,,,2.01,219.016,7791.2,4.01
2008-07-31,1.5618000030517578,23.434999465942383,42.433998107910156,6.821499824523926,7.319799900054932,1.5593082904815674,107.80999755859375,1.9831039905548096,1.0232000350952148,73.2300033569336,124.08000183105469,913.9000244140625,,,,
2008-08-01,,,,,,,,,,,,,2.0,218.69,7805.8,3.89
2008-08-31,1.6306999921798706,24.643999099731445,43.625,6.825200080871582,7.695000171661377,1.4670931100845337,108.79000091552734,1.8217922449111938,1.0678000450134277,77.37999725341797,115.45999908447266,829.2999877929688,,,,
2008-09-01,,,,,,,,,,,,,1.81,218.877,7872.4,3.69
2008-09-30,1.9220000505447388,25.638999938964844,46.60100173950195,6.835100173950195,8.269000053405762,1.409641981124878,106.06999969482422,1.7820864915847778,1.0633000135421753,79.44999694824219,100.63999938964844,874.2000122070312,,,,
2008-10-01,,,,,,,,,,,,,0.97,216.995,7974.9,3.81
2008-10-31,2.0969998836517334,27.076000213623047,49.40299987792969,6.829500198364258,9.760000228881836,1.2701960802078247,98.44000244140625,1.607303500175476,1.205199956893921,85.62999725341797,67.80999755859375,716.7999877929688,,,,
2008-11-01,,,,,,,,,,,,,0.39,213.153,8027.0,3.53
2008-11-30,2.256700038909912,27.90999984741211,49.869998931884766,6.815899848937988,9.952400207519531,1.269792914390564,95.5,1.5385088920593262,1.2355999946594238,86.5199966430664,54.43000030517578,816.2000122070312,,,,
2008-12-01,,,,,,,,,,,,,0.16,211.398,8204.7,2.42
2008-12-31,2.3239998817443848,30.524999618530273,48.064998626708984,6.813300132751465,9.348899841308594,1.3979953527450562,90.6500015258789,1.4656095504760742,1.21589994430542,81.30999755859375,44.599998474121094,883.5999755859375,,,,
2009-01-01,,,,,,,,,,,,,0.15,211.933,8289.0,2.52
2009-01-31,2.263000011444092,35.60499954223633,48.733001708984375,6.829699993133545,10.154999732971191,1.2836971282958984,89.9000015258789,1.456303596496582,1.2266000509262085,86.0,41.68000030517578,927.2999877929688,,,,
2009-02-01,,,,,,,,,,,,,0.22,212.705,8319.3,2.87
2009-02-28,2.36899995803833,35.808998107910156,50.650001525878906,6.82889986038208,10.057000160217285,1.2678931951522827,97.62000274658203,1.4272053241729736,1.2747999429702759,88.01000213623047,44.7599983215332,941.5,,,,
2009-03-01,,,,,,,,,,,,,0.18,212.495,8386.4,2.82
2009-03-31,2.306999921798706,33.827999114990234,50.784000396728516,6.826300144195557,9.524999618530273,1.3246963024139404,98.97000122070312,1.434493899345398,1.2619999647140503,85.43000030517578,49.65999984741211,922.5999755859375,,,,
2009-04-01,,,,,,,,,,,,,0.15,212.709,8391.1,2.93
2009-04-30,2.1689000129699707,32.98400115966797,49.1879997253418,6.809500217437744,8.447799682617188,1.323521614074707,98.69000244140625,1.4788086414337158,1.1937999725341797,84.61000061035156,51.119998931884766,890.7000122070312,,,,
2009-05-01,,,,,,,,,,,,,0.18,213.022,8449.2,3.29
2009-05-31,1.9652999639511108,30.718000411987305,46.96900177001953,6.818299770355225,7.927000045776367,1.4157087802886963,95.43000030517578,1.6186991930007935,1.090999960899353,80.43000030517578,66.30999755859375,978.7999877929688,,,,
2009-06-01,,,,,,,,,,,,,0.21,214.79,8459.3,3.72
2009-06-30,1.9628000259399414,31.073999404907227,47.80099868774414,6.820499897003174,7.717400074005127,1.4038830995559692,96.33100128173828,1.6466867923736572,1.1620999574661255,80.12999725341797,69.88999938964844,927.0999755859375,,,,
2009-07-01,,,,,,,,,,,,,0.16,214.726,8463.5,3.56
2009-07-31,1.8633999824523926,31.540000915527344,47.625999450683594,6.8221001625061035,7.767000198364258,1.4260046482086182,94.63999938964844,1.670508861541748,1.0785000324249268,78.3499984741211,69.44999694824219,953.7000122070312,,,,
2009-08-01,,,,,,,,,,,,,0.16,215.445,8463.0,3.59
2009-08-31,1.8739999532699585,32.404300689697266,48.75,6.821199893951416,7.766300201416016,1.434267520904541,92.87000274658203,1.629195213317871,1.093999981880188,78.16999816894531,69.95999908447266,951.7000122070312,,,,
2009-09-01,,,,,,,,,,,,,0.15,215.861,8461.6,3.4
2009-09-30,1.7720999717712402,30.047700881958008,47.810001373291016,6.816400051116943,7.507900238037109,1.465502142906189,89.87000274658203,1.6002048254013062,1.06850004196167,76.6500015258789,70.61000061035156,1008.0,,,,
2009-10-01,,,,,,,,,,,,,0.12,216.509,8487.9,3.39
2009-10-31,1.7023999691009521,29.184999465942383,46.917999267578125,6.817500114440918,7.831500053405762,1.4732965230941772,90.08999633789062,1.6447908878326416,1.0845999717712402,76.30000305175781,77.0,1039.699951171875,,,,
2009-11-01,,,,,,,,,,,,,0.12,217.234,8517.0,3.4
2009-11-30,1.7476999759674072,29.219999313354492,46.45800018310547,6.817200183868408,7.3979997634887695,1.5038950443267822,86.25,1.6457926034927368,1.0537999868392944,74.87999725341797,77.27999877929688,1181.0999755859375,,,,
2009-12-01,,,,,,,,,,,,,0.12,217.347,8512.2,3.59
2009-12-31,1.7430000305175781,29.99519920349121,46.400001525878906,6.83050012588501,7.399600028991699,1.4327058792114258,92.91000366210938,1.6182016134262085,1.0521999597549438,77.86000061035156,79.36000061035156,1095.199951171875,,,,
2010-01-01,,,,,,,,,,,,,0.11,217.488,8477.7,3.73
2010-01-31,1.8729000091552734,30.349599838256836,46.097999572753906,6.81689977645874,7.617000102996826,1.3866932392120361,90.2699966430664,1.5984909534454346,1.0700000524520874,79.45999908447266,72.88999938964844,1083.0,,,,
2010-02-01,,,,,,,,,,,,,0.13,217.281,8527.3,3.69
2010-02-28,1.805999994277954,29.92449951171875,45.900001525878906,6.816699981689453,7.715400218963623,1.3631035089492798,88.9209976196289,1.523902416229248,1.0514999628067017,80.36000061035156,79.66000366210938,1118.300048828125,,,,
2010-03-01,,,,,,,,,,,,,0.16,217.353,8523.5,3.73
2010-03-31,1.780500054359436,29.423500061035156,44.79999923706055,6.815899848937988,7.289599895477295,1.3508037328720093,93.5199966430664,1.5183724164962769,1.0155999660491943,81.06999969482422,83.76000213623047,1113.300048828125,,,,
2010-04-01,,,,,,,,,,,,,0.2,217.403,8554.8,3.85
2010-04-30,1.728700041770935,29.204999923706055,44.25,6.815999984741211,7.380000114440918,1.3298048973083496,93.83000183105469,1.5300110578536987,1.0180000066757202,81.87000274658203,86.1500015258789,1180.0999755859375,,,,
2010-05-01,,,,,,,,,,,,,0.2,217.29,8609.0,3.42
2010-05-31,1.8143999576568604,30.885000228881836,46.358001708984375,6.8180999755859375,7.656799793243408,1.2287880182266235,91.19000244140625,1.4522007703781128,1.0430999994277954,86.4800033569336,73.97000122070312,1212.199951171875,,,,
2010-06-01,,,,,,,,,,,,,0.18,217.199,8628.1,3.2
2010-06-30,1.7908999919891357,31.25149917602539,46.400001525878906,6.771999835968018,7.667699813842773,1.223002314567566,88.43000030517578,1.4944332838058472,1.062600016593933,86.0199966430664,75.62999725341797,1245.5,,,,
2010-07-01,,,,,,,,,,,,,0.18,217.605,8639.5,3.01
2010-07-31,1.7584999799728394,30.274999618530273,46.36000061035156,6.765200138092041,7.287700176239014,1.3039000034332275,86.44000244140625,1.5687997341156006,1.0291999578475952,81.54000091552734,78.94999694824219,1181.699951171875,,,,
2010-08-01,,,,,,,,,,,,,0.19,217.923,8687.9,2.7
2010-08-31,1.7549999952316284,30.652000427246094,46.87300109863281,6.793300151824951,7.3354997634887695,1.266592264175415,84.53199768066406,1.54659903049469,1.0599900484085083,83.19999694824219,71.91999816894531,1248.300048828125,,,,
2010-09-01,,,,,,,,,,,,,0.19,218.275,8718.7,2.65
2010-09-30,1.7035000324249268,30.39699935913086,44.689998626708984,6.678400039672852,6.953999996185303,1.3628062009811401,83.76599884033203,1.57957923412323,1.0318000316619873,78.72000122070312,79.97000122070312,1307.800048828125,,,,
2010-10-01,,,,,,,,,,,,,0.19,219.035,8768.4,2.54
